"Step 1","Step 2","Step 3","User Name","title","Bin Category","Quarter-Year","Week Number","Week Start Date","Week End Date","Count"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","RM035735","ABC Branch Manager","Power User","2023Q3","Week 11","2023-09-09","2023-09-15","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","KB002230","Business Manager - All Products","Power User","2024Q1","Week 12","2024-03-18","2024-03-24","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","EG069675","Director Steep Slope Roofing","Power User","2023Q1","Week 3","2023-01-15","2023-01-21","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","KB002230","Business Manager - All Products","Power User","2024Q2","Week 9","2024-05-27","2024-06-02","2"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","JM021573","ABC District Manager","Regular User","2024Q2","Week 3","2024-04-15","2024-04-21","2"
"/shared/Enterprise Analytics/Regional Analytics/Regional Reports/Regional Inventory Supply","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales & Mix Adjusted Net Net GP","WA019330","Controller","Power User","2024Q2","Week 3","2024-04-15","2024-04-21","2"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","ND024889","ABC Branch Manager","Regular User","2024Q2","Week 4","2024-04-22","2024-04-28","2"
"/shared/Enterprise Analytics/Regional Analytics/Regional Reports/Regional Inventory Supply","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","EF021153","Administrative Assistant","Power User","2024Q1","Week 10","2024-03-04","2024-03-10","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","EG069675","Director Steep Slope Roofing","Power User","2023Q2","Week 10","2023-06-03","2023-06-09","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","SF020889","ABC District Manager","Power User","2023Q3","Week 5","2023-07-29","2023-08-04","2"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","CG057266","ABC Branch Manager","Power User","2023Q2","Week 12","2023-06-17","2023-06-23","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","EG069675","Director Steep Slope Roofing","Power User","2023Q2","Week 7","2023-05-13","2023-05-19","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","EG069675","Director Steep Slope Roofing","Power User","2023Q3","Week 4","2023-07-22","2023-07-28","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","EG069675","Director Steep Slope Roofing","Power User","2023Q4","Week 4","2023-10-22","2023-10-28","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","AW018002","Enterprise Analytics Manager","Power User","2023Q3","Week 7","2023-08-12","2023-08-18","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","LT022003","ABC District Manager","Power User","2022Q4","Week 11","2022-12-10","2022-12-16","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","TA017942","ABC District Manager","Power User","2023Q2","Week 3","2023-04-15","2023-04-21","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","EG069675","Director Steep Slope Roofing","Power User","2024Q2","Week 10","2024-06-03","2024-06-09","2"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","JB077854","Director of Research","Power User","2023Q1","Week 1","2023-01-01","2023-01-07","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","LT022003","ABC District Manager","Power User","2023Q2","Week 2","2023-04-08","2023-04-14","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","EG069675","Director Steep Slope Roofing","Power User","2024Q4","Week 6","2024-11-05","2024-11-11","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q2","Week 3","2023-04-15","2023-04-21","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q2","Week 7","2023-05-13","2023-05-19","2"
"/shared/EA Specialists/Salesperson/SalesRep_by_Customer_COD_Accts_Dashboard","/shared/Merchandising Analytics/Trucks Report/Trucks Report","/shared/EA Specialists/Salesperson/SalesRep_by_Customer_COD_Accts_Dashboard","PA066258","Enterprise Analytics Analyst","Power User","2022Q2","Week 13","2022-06-24","2022-06-30","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","GW060425","NSC IT Senior BI Engineer","Power User","2024Q4","Week 6","2024-11-05","2024-11-11","2"
"/shared/EA Specialists/Self-Service Protypes/National Accounts/National Accounts Sales & GP Dashboard/National Accounts Sales & GP Dashboard","/shared/Enterprise Analytics/National Accounts/National Accounts Sales Pivots/National Accounts Sales","/shared/EA Specialists/Self-Service Protypes/National Accounts/National Accounts Sales & GP Dashboard/National Accounts Sales & GP Dashboard","KH021302","Enterprise Analytics Analyst","Power User","2024Q1","Week 7","2024-02-12","2024-02-18","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","JJ021471","ABC District Manager","Power User","2023Q3","Week 3","2023-07-15","2023-07-21","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","LT022003","ABC District Manager","Power User","2024Q1","Week 11","2024-03-11","2024-03-17","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","MM041206","VP of Merchandising","Power User","2024Q2","Week 11","2024-06-10","2024-06-16","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/National Accounts/National Accounts Sales Pivots/National Accounts Sales","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","RP033054","Business Development Manager","Regular User","2022Q3","Week 12","2022-09-16","2022-09-22","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","PJ035906","Regional Business Manager","Power User","2023Q2","Week 11","2023-06-10","2023-06-16","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","PJ035906","Regional Business Manager","Power User","2023Q2","Week 12","2023-06-17","2023-06-23","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","PJ035906","Regional Business Manager","Power User","2023Q2","Week 13","2023-06-24","2023-06-30","2"
"/shared/Enterprise Analytics/Ad-Hoc/Invoice Summary/Invoice Summary Dashboard","/shared/Enterprise Analytics/National Accounts/National Accounts Sales Pivots/National Accounts Sales","/shared/Enterprise Analytics/Invoice Summary/Invoice Summary Dashboard","BG086364","EA Business Intelligence Manager","Power User","2024Q4","Week 7","2024-11-12","2024-11-18","2"
"/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Average Sell Price","BG061586","ABC Outside Sales Rep.","Regular User","2024Q2","Week 11","2024-06-10","2024-06-16","2"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","CG057266","ABC Branch Manager","Power User","2023Q2","Week 6","2023-05-06","2023-05-12","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","/shared/Enterprise Analytics/_portal/Inventory Analytics","BV059710","Merchandising Manager - Siding","Power User","2023Q3","Week 3","2023-07-15","2023-07-21","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","PJ035906","Regional Business Manager","Power User","2023Q3","Week 2","2023-07-08","2023-07-14","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","TF021018","Vice President SE Region","Power User","2023Q1","Week 1","2023-01-01","2023-01-07","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","MC014643","Controller","Power User","2022Q2","Week 6","2022-05-06","2022-05-12","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","RC022675","ABC District Manager","Power User","2023Q4","Week 7","2023-11-12","2023-11-18","2"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","SS009246","ABC District Manager","Power User","2023Q3","Week 3","2023-07-15","2023-07-21","2"
"/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","AC033190","ABC Branch Manager","Regular User","2023Q1","Week 2","2023-01-08","2023-01-14","2"
"/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","AC033190","ABC Branch Manager","Regular User","2023Q1","Week 9","2023-02-26","2023-03-04","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","WA019330","Controller","Power User","2022Q3","Week 7","2022-08-12","2022-08-18","2"
"/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","AC033190","ABC Branch Manager","Regular User","2023Q2","Week 9","2023-05-27","2023-06-02","2"
"/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","AM026049","ABC District Manager","Power User","2023Q4","Week 8","2023-11-19","2023-11-25","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","MC014643","Controller","Power User","2022Q3","Week 8","2022-08-19","2022-08-25","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","WF022066","Business Manager - All Products","Power User","2022Q3","Week 5","2022-07-29","2022-08-04","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","WF022066","Business Manager - All Products","Power User","2024Q2","Week 6","2024-05-06","2024-05-12","2"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","JB077854","Director of Research","Power User","2023Q1","Week 10","2023-03-05","2023-03-11","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","MC014643","Controller","Power User","2023Q2","Week 11","2023-06-10","2023-06-16","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","PJ035906","Regional Business Manager","Power User","2023Q3","Week 3","2023-07-15","2023-07-21","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales & Mix Adjusted Net Net GP","CL085848","Business Analyst","Power User","2023Q4","Week 6","2023-11-05","2023-11-11","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","MC014643","Controller","Power User","2023Q4","Week 12","2023-12-17","2023-12-23","2"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","MC014643","Controller","Power User","2023Q4","Week 6","2023-11-05","2023-11-11","2"
